Ticker,Industry,Derived Industry,Environment score,Social score,Governance score,Percentile,Controversy,Adult entertainment - negative,Firearms,Animal welfare,Nuclear power,Alcohol,Tobacco,Gambling,Palm oil,Controversial weapons,Fur leather,Gmo,Catholic,Coal,Pesticides,Military Contract,Beta
FCVT,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FDBC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05
FDEF,Savings & Loans,No,,,,,,,,,,,,,,,,,,,,,1.45
FDIV,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FDNI,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FDT,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FDTS,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FDUS,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.71
FDUSG,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FDUSL,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FDUSZ,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FEIM,Communication Equipment,No,3.5,9.5,7.8,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.57
FELE,Specialty Industrial Machinery,No,9.1,15.8,8.1,65,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.07
FEM,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FEMB,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FEMS,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FENC,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25
FEP,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FEUZ,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FEX,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FEYE,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.06
FFBC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.23
FFBW,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79
FFHL,Packaging & Containers,No,,,,,,,,,,,,,,,,,,,,,0.72
FFIC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82
FFIN,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.01
FFIV,Software_Infrastructure,No,1.2,11.5,5.3,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09
FFNW,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.52
FFWM,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.5
FGBI,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.45
FGEN,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.57
FGM,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FHB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.34
FHK,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FIBK,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15
FID,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FINX,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FISI,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.11
FISV,Information Technology Services,No,0.2,12,7.5,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.83
FITB,Banks_Regional,No,2.2,13,11.3,42,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.73
FITBI,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.73
FITBO,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.73
FITBP,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.73
FIVE,Specialty Retail,No,58.9,53.6,59.9,62,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.22
FIVN,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73
FIXD,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FIXX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.05
FIZZ,Beverages_Non-Alcoholic,No,14.2,12.3,6.7,66,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.11
FJP,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FKO,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FKU,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FLDM,Diagnostics & Research,No,6.5,22.5,13.1,85,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.03
FLEX,Electronic Components,No,0.8,3,4.9,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.78
FLGT,Diagnostics & Research,No,6.5,22.5,13.1,85,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.66
FLIC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54
FLIR,Scientific & Technical Instruments,No,5.3,9.8,6.2,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.57
FLL,Resorts & Casinos,No,3.9,11.8,11.2,43,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.61
FLLC,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FLLCR,N/A,,,,,,,,,,,,,,,,,,,,,,
FLLCU,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FLLCW,N/A,,,,,,,,,,,,,,,,,,,,,,
FLMN,Oil & Gas E&P,No,21.3,11.2,8.2,83,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FLMNW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FLN,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FLNT,Advertising Agencies,No,,,,,,,,,,,,,,,,,,,,,2.53
FLWS,Specialty Retail,No,58.9,53.6,59.9,62,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.44
FLXN,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2.09
FLXS,Furnishings, Fixtures & Appliances,,,,,,,,,,,,,,,,,,,,,1.41
FMAO,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22
FMB,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FMBH,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82
FMBI,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3
FMCI,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
FMCIU,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
FMCIW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FMHI,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FMK,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FMNB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92
FNCB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.27
FNHC,Insurance_Property & Casualty,No,1.7,9.1,15.8,42,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95
FNJN,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95
FNK,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FNKO,Leisure,No,0,6.7,5.8,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.53
FNLC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69
FNWB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84
FNX,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FNY,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FOCS,Capital Markets,No,1.8,11.7,13.9,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FOLD,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.35
FOMX,,,,,,,,,,,,,,,,,,,,,,,NaN
FONR,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,1.08
FORD,Footwear & Accessories,No,,,,,,,,,,,,,,,,,,,,,0.17
FORK,Furnishings, Fixtures & Appliances,,,,,,,,,,,,,,,,,,,,,0.45
FORM,Semiconductors,No,9.1,8.3,8.9,41,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.39
FORR,Consulting Services,No,0.1,14.6,7,25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.96
FORTY,Information Technology Services,No,3.6,3.5,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.28
FOSL,Luxury Goods,No,,,,,,,,,,,,,,,,,,,,,1.02
FOX,Broadcasting,No,58.5,45.1,52.7,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FOXA,Broadcasting,No,58.5,45.1,52.7,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FOXF,Recreational Vehicles,No,,,,,,,,,,,,,,,,,,,,,1.77
FPA,Auto Manufacturers,Yes,2.8,17.4,11.2,60,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FPAY,Rental & Leasing Services,No,6.7,8.9,7.4,29,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.94
FPAYW,N/A,,,,,,,,,,,,,,,,,,,,,,
FPRX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.98
FPXE,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FPXI,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FRAF,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.67
FRAN,Apparel Retail,No,1.1,6.4,6.1,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.06
FRBA,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82
FRBK,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.16
FREQ,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FRG,Personal Services,No,,,,,,,,,,,,,,,,,,,,,2.08
FRGI,Restaurants,No,3.3,13,5.1,24,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.6
FRHC,Capital Markets,No,1.8,11.7,13.9,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FRME,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.2
FRPH,Real Estate Services,No,5.8,9.3,8.3,31,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.64
FRPT,Packaged Foods,No,11.6,14,5.9,60,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79
FRSX,Auto Parts,No,6.7,10.5,7.5,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.82
FRTA,Building Products & Equipment,No,,,,,,,,,,,,,,,,,,,,,2.61
FSBC,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FSBW,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.32
FSCT,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54
FSEA,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FSFG,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.86
FSLR,Solar,No,,,,,,,,,,,,,,,,,,,,,1.26
FSRV,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
FSRVU,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
FSRVW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FSTR,Railroads,No,6.8,12.4,3.3,28,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.59
FSV,Real Estate Services,No,5.8,9.3,8.3,31,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.96
FSZ,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTA,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTAC,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
FTACU,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
FTACW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTAG,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTC,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTCS,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTDR,Personal Services,No,,,,,,,,,,,,,,,,,,,,,NaN
FTEK,Pollution & Treatment Controls,No,,,,,,,,,,,,,,,,,,,,,1.84
FTEO,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTFT,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.05
FTGC,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTHI,N/A,,,,,,,,,,,,,,,,,,,,,,0.83
FTLB,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTNT,Software_Infrastructure,No,1.4,13.9,6.3,25,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
FTR,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTRI,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTSL,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTSM,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTSV,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTXD,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTXG,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTXH,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTXL,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTXN,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTXO,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FTXR,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FULC,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FULT,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97
FUNC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02
FUND,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.23
FUSB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.5
FUTU,Capital Markets,No,1.8,11.7,13.9,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
FUV,Recreational Vehicles,No,,,,,,,,,,,,,,,,,,,,,1.83
FV,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FVC,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FVCB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.31
FVE,Medical Care Facilities,No,,,,,,,,,,,,,,,,,,,,,0.89
FWONA,Broadcasting,No,58.5,45.1,52.7,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.26
FWONK,Broadcasting,No,58.5,45.1,52.7,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.26
FWP,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.99
FWRD,Integrated Freight & Logistics,No,6.5,12.9,6.2,39,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.16
FXNC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.52
FYC,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FYT,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
FYX,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
GABC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87
GAIA,Internet Content & Information,No,2.7,13.7,9.1,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77
GAIN,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.47
GAINL,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.47
GAINM,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.47
GALT,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.53
GARS,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.7
GASS,Marine Shipping,No,,,,,,,,,,,,,,,,,,,,,1.72
GBCI,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05
GBDC,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.61
